iterations,cost
28392,0.000914
28393,0.000914
28394,0.000914
28395,0.000914
28396,0.000914
28397,0.000914
28398,0.000914
28399,0.000914
28400,0.000914
28401,0.000914
28402,0.000914
28403,0.000914
28404,0.000914
28405,0.000914
28406,0.000914
28407,0.000914
28408,0.000914
28409,0.000914
28410,0.000914
28411,0.000914
28412,0.000913
28413,0.000913
28414,0.000913
28415,0.000913
28416,0.000913
28417,0.000913
28418,0.000913
28419,0.000913
28420,0.000913
28421,0.000913
28422,0.000913
28423,0.000913
28424,0.000913
28425,0.000913
28426,0.000913
28427,0.000913
28428,0.000913
28429,0.000913
28430,0.000913
28431,0.000913
28432,0.000913
28433,0.000913
28434,0.000913
28435,0.000913
28436,0.000913
28437,0.000913
28438,0.000913
28439,0.000913
28440,0.000913
28441,0.000913
28442,0.000912
28443,0.000912
28444,0.000912
28445,0.000912
28446,0.000912
28447,0.000912
28448,0.000912
28449,0.000912
28450,0.000912
28451,0.000912
28452,0.000912
28453,0.000912
28454,0.000912
28455,0.000912
28456,0.000912
28457,0.000912
28458,0.000912
28459,0.000912
28460,0.000912
28461,0.000912
28462,0.000912
28463,0.000912
28464,0.000912
28465,0.000912
28466,0.000912
28467,0.000912
28468,0.000912
28469,0.000912
28470,0.000912
28471,0.000911
28472,0.000911
28473,0.000911
28474,0.000911
28475,0.000911
28476,0.000911
28477,0.000911
28478,0.000911
28479,0.000911
28480,0.000911
28481,0.000911
28482,0.000911
28483,0.000911
28484,0.000911
28485,0.000911
28486,0.000911
28487,0.000911
28488,0.000911
28489,0.000911
28490,0.000911
28491,0.000911
28492,0.000911
28493,0.000911
28494,0.000911
28495,0.000911
28496,0.000911
28497,0.000911
28498,0.000911
28499,0.000911
28500,0.000910
28501,0.000910
28502,0.000910
28503,0.000910
28504,0.000910
28505,0.000910
28506,0.000910
28507,0.000910
28508,0.000910
28509,0.000910
28510,0.000910
28511,0.000910
28512,0.000910
28513,0.000910
28514,0.000910
28515,0.000910
28516,0.000910
28517,0.000910
28518,0.000910
28519,0.000910
28520,0.000910
28521,0.000910
28522,0.000910
28523,0.000910
28524,0.000910
28525,0.000910
28526,0.000910
28527,0.000910
28528,0.000910
28529,0.000909
28530,0.000909
28531,0.000909
28532,0.000909
28533,0.000909
28534,0.000909
28535,0.000909
28536,0.000909
28537,0.000909
28538,0.000909
28539,0.000909
28540,0.000909
28541,0.000909
28542,0.000909
28543,0.000909
28544,0.000909
28545,0.000909
28546,0.000909
28547,0.000909
28548,0.000909
28549,0.000909
28550,0.000909
28551,0.000909
28552,0.000909
28553,0.000909
28554,0.000909
28555,0.000909
28556,0.000909
28557,0.000909
28558,0.000908
28559,0.000908
28560,0.000908
28561,0.000908
28562,0.000908
28563,0.000908
28564,0.000908
28565,0.000908
28566,0.000908
28567,0.000908
28568,0.000908
28569,0.000908
28570,0.000908
28571,0.000908
28572,0.000908
28573,0.000908
28574,0.000908
28575,0.000908
28576,0.000908
28577,0.000908
28578,0.000908
28579,0.000908
28580,0.000908
28581,0.000908
28582,0.000908
28583,0.000908
28584,0.000908
28585,0.000908
28586,0.000908
28587,0.000907
28588,0.000907
28589,0.000907
28590,0.000907
28591,0.000907
28592,0.000907
28593,0.000907
28594,0.000907
28595,0.000907
28596,0.000907
28597,0.000907
28598,0.000907
28599,0.000907
28600,0.000907
28601,0.000907
28602,0.000907
28603,0.000907
28604,0.000907
28605,0.000907
28606,0.000907
28607,0.000907
28608,0.000907
28609,0.000907
28610,0.000907
28611,0.000907
28612,0.000907
28613,0.000907
28614,0.000907
28615,0.000907
28616,0.000907
28617,0.000906
28618,0.000906
28619,0.000906
28620,0.000906
28621,0.000906
28622,0.000906
28623,0.000906
28624,0.000906
28625,0.000906
28626,0.000906
28627,0.000906
28628,0.000906
28629,0.000906
28630,0.000906
28631,0.000906
28632,0.000906
28633,0.000906
28634,0.000906
28635,0.000906
28636,0.000906
28637,0.000906
28638,0.000906
28639,0.000906
28640,0.000906
28641,0.000906
28642,0.000906
28643,0.000906
28644,0.000906
28645,0.000906
28646,0.000905
28647,0.000905
28648,0.000905
28649,0.000905
28650,0.000905
28651,0.000905
28652,0.000905
28653,0.000905
28654,0.000905
28655,0.000905
28656,0.000905
28657,0.000905
28658,0.000905
28659,0.000905
28660,0.000905
28661,0.000905
28662,0.000905
28663,0.000905
28664,0.000905
28665,0.000905
28666,0.000905
28667,0.000905
28668,0.000905
28669,0.000905
28670,0.000905
28671,0.000905
28672,0.000905
28673,0.000905
28674,0.000905
28675,0.000904
28676,0.000904
28677,0.000904
28678,0.000904
28679,0.000904
28680,0.000904
28681,0.000904
28682,0.000904
28683,0.000904
28684,0.000904
28685,0.000904
28686,0.000904
28687,0.000904
28688,0.000904
28689,0.000904
28690,0.000904
28691,0.000904
28692,0.000904
28693,0.000904
28694,0.000904
28695,0.000904
28696,0.000904
28697,0.000904
28698,0.000904
28699,0.000904
28700,0.000904
28701,0.000904
28702,0.000904
28703,0.000904
28704,0.000904
28705,0.000903
28706,0.000903
28707,0.000903
28708,0.000903
28709,0.000903
28710,0.000903
28711,0.000903
28712,0.000903
28713,0.000903
28714,0.000903
28715,0.000903
28716,0.000903
28717,0.000903
28718,0.000903
28719,0.000903
28720,0.000903
28721,0.000903
28722,0.000903
28723,0.000903
28724,0.000903
28725,0.000903
28726,0.000903
28727,0.000903
28728,0.000903
28729,0.000903
28730,0.000903
28731,0.000903
28732,0.000903
28733,0.000903
28734,0.000902
28735,0.000902
28736,0.000902
28737,0.000902
28738,0.000902
28739,0.000902
28740,0.000902
28741,0.000902
28742,0.000902
28743,0.000902
28744,0.000902
28745,0.000902
28746,0.000902
28747,0.000902
28748,0.000902
28749,0.000902
28750,0.000902
28751,0.000902
28752,0.000902
28753,0.000902
28754,0.000902
28755,0.000902
28756,0.000902
28757,0.000902
28758,0.000902
28759,0.000902
28760,0.000902
28761,0.000902
28762,0.000902
28763,0.000902
28764,0.000901
28765,0.000901
28766,0.000901
28767,0.000901
28768,0.000901
28769,0.000901
28770,0.000901
28771,0.000901
28772,0.000901
28773,0.000901
28774,0.000901
28775,0.000901
28776,0.000901
28777,0.000901
28778,0.000901
28779,0.000901
28780,0.000901
28781,0.000901
28782,0.000901
28783,0.000901
28784,0.000901
28785,0.000901
28786,0.000901
28787,0.000901
28788,0.000901
28789,0.000901
28790,0.000901
28791,0.000901
28792,0.000901
28793,0.000901
28794,0.000900
28795,0.000900
28796,0.000900
28797,0.000900
28798,0.000900
28799,0.000900
28800,0.000900
28801,0.000900
28802,0.000900
28803,0.000900
28804,0.000900
28805,0.000900
28806,0.000900
28807,0.000900
28808,0.000900
28809,0.000900
28810,0.000900
28811,0.000900
28812,0.000900
28813,0.000900
28814,0.000900
28815,0.000900
28816,0.000900
28817,0.000900
28818,0.000900
28819,0.000900
28820,0.000900
28821,0.000900
28822,0.000900
28823,0.000900
28824,0.000899
28825,0.000899
28826,0.000899
28827,0.000899
28828,0.000899
28829,0.000899
28830,0.000899
28831,0.000899
28832,0.000899
28833,0.000899
28834,0.000899
28835,0.000899
28836,0.000899
28837,0.000899
28838,0.000899
28839,0.000899
28840,0.000899
28841,0.000899
28842,0.000899
28843,0.000899
28844,0.000899
28845,0.000899
28846,0.000899
28847,0.000899
28848,0.000899
28849,0.000899
28850,0.000899
28851,0.000899
28852,0.000899
28853,0.000899
28854,0.000898
28855,0.000898
28856,0.000898
28857,0.000898
28858,0.000898
28859,0.000898
28860,0.000898
28861,0.000898
28862,0.000898
28863,0.000898
28864,0.000898
28865,0.000898
28866,0.000898
28867,0.000898
28868,0.000898
28869,0.000898
28870,0.000898
28871,0.000898
28872,0.000898
28873,0.000898
28874,0.000898
28875,0.000898
28876,0.000898
28877,0.000898
28878,0.000898
28879,0.000898
28880,0.000898
28881,0.000898
28882,0.000898
28883,0.000897
28884,0.000897
28885,0.000897
28886,0.000897
28887,0.000897
28888,0.000897
28889,0.000897
28890,0.000897
28891,0.000897
28892,0.000897
28893,0.000897
28894,0.000897
28895,0.000897
28896,0.000897
28897,0.000897
28898,0.000897
28899,0.000897
28900,0.000897
28901,0.000897
28902,0.000897
28903,0.000897
28904,0.000897
28905,0.000897
28906,0.000897
28907,0.000897
28908,0.000897
28909,0.000897
28910,0.000897
28911,0.000897
28912,0.000897
28913,0.000896
28914,0.000896
28915,0.000896
28916,0.000896
28917,0.000896
28918,0.000896
28919,0.000896
28920,0.000896
28921,0.000896
28922,0.000896
28923,0.000896
28924,0.000896
28925,0.000896
28926,0.000896
28927,0.000896
28928,0.000896
28929,0.000896
28930,0.000896
28931,0.000896
28932,0.000896
28933,0.000896
28934,0.000896
28935,0.000896
28936,0.000896
28937,0.000896
28938,0.000896
28939,0.000896
28940,0.000896
28941,0.000896
28942,0.000896
28943,0.000895
28944,0.000895
28945,0.000895
28946,0.000895
28947,0.000895
28948,0.000895
28949,0.000895
28950,0.000895
28951,0.000895
28952,0.000895
28953,0.000895
28954,0.000895
28955,0.000895
28956,0.000895
28957,0.000895
28958,0.000895
28959,0.000895
28960,0.000895
28961,0.000895
28962,0.000895
28963,0.000895
28964,0.000895
28965,0.000895
28966,0.000895
28967,0.000895
28968,0.000895
28969,0.000895
28970,0.000895
28971,0.000895
28972,0.000895
28973,0.000894
28974,0.000894
28975,0.000894
28976,0.000894
28977,0.000894
28978,0.000894
28979,0.000894
28980,0.000894
28981,0.000894
28982,0.000894
28983,0.000894
28984,0.000894
28985,0.000894
28986,0.000894
28987,0.000894
28988,0.000894
28989,0.000894
28990,0.000894
28991,0.000894
28992,0.000894
28993,0.000894
28994,0.000894
28995,0.000894
28996,0.000894
28997,0.000894
28998,0.000894
28999,0.000894
29000,0.000894
29001,0.000894
29002,0.000894
29003,0.000893
29004,0.000893
29005,0.000893
29006,0.000893
29007,0.000893
29008,0.000893
29009,0.000893
29010,0.000893
29011,0.000893
29012,0.000893
29013,0.000893
29014,0.000893
29015,0.000893
29016,0.000893
29017,0.000893
29018,0.000893
29019,0.000893
29020,0.000893
29021,0.000893
29022,0.000893
29023,0.000893
29024,0.000893
29025,0.000893
29026,0.000893
29027,0.000893
29028,0.000893
29029,0.000893
29030,0.000893
29031,0.000893
29032,0.000893
29033,0.000893
29034,0.000892
29035,0.000892
29036,0.000892
29037,0.000892
29038,0.000892
29039,0.000892
29040,0.000892
29041,0.000892
29042,0.000892
29043,0.000892
29044,0.000892
29045,0.000892
29046,0.000892
29047,0.000892
29048,0.000892
29049,0.000892
29050,0.000892
29051,0.000892
29052,0.000892
29053,0.000892
29054,0.000892
29055,0.000892
29056,0.000892
29057,0.000892
29058,0.000892
29059,0.000892
29060,0.000892
29061,0.000892
29062,0.000892
29063,0.000892
29064,0.000891
29065,0.000891
29066,0.000891
29067,0.000891
29068,0.000891
29069,0.000891
29070,0.000891
29071,0.000891
29072,0.000891
29073,0.000891
29074,0.000891
29075,0.000891
29076,0.000891
29077,0.000891
29078,0.000891
29079,0.000891
29080,0.000891
29081,0.000891
29082,0.000891
29083,0.000891
29084,0.000891
29085,0.000891
29086,0.000891
29087,0.000891
29088,0.000891
29089,0.000891
29090,0.000891
29091,0.000891
29092,0.000891
29093,0.000891
29094,0.000890
29095,0.000890
29096,0.000890
29097,0.000890
29098,0.000890
29099,0.000890
29100,0.000890
29101,0.000890
29102,0.000890
29103,0.000890
29104,0.000890
29105,0.000890
29106,0.000890
29107,0.000890
29108,0.000890
29109,0.000890
29110,0.000890
29111,0.000890
29112,0.000890
29113,0.000890
29114,0.000890
29115,0.000890
29116,0.000890
29117,0.000890
29118,0.000890
29119,0.000890
29120,0.000890
29121,0.000890
29122,0.000890
29123,0.000890
29124,0.000890
29125,0.000889
29126,0.000889
29127,0.000889
29128,0.000889
29129,0.000889
29130,0.000889
29131,0.000889
29132,0.000889
29133,0.000889
29134,0.000889
29135,0.000889
29136,0.000889
29137,0.000889
29138,0.000889
29139,0.000889
29140,0.000889
29141,0.000889
29142,0.000889
29143,0.000889
29144,0.000889
29145,0.000889
29146,0.000889
29147,0.000889
29148,0.000889
29149,0.000889
29150,0.000889
29151,0.000889
29152,0.000889
29153,0.000889
29154,0.000889
29155,0.000888
29156,0.000888
29157,0.000888
29158,0.000888
29159,0.000888
29160,0.000888
29161,0.000888
29162,0.000888
29163,0.000888
29164,0.000888
29165,0.000888
29166,0.000888
29167,0.000888
29168,0.000888
29169,0.000888
29170,0.000888
29171,0.000888
29172,0.000888
29173,0.000888
29174,0.000888
29175,0.000888
29176,0.000888
29177,0.000888
29178,0.000888
29179,0.000888
29180,0.000888
29181,0.000888
29182,0.000888
29183,0.000888
29184,0.000888
29185,0.000888
29186,0.000887
29187,0.000887
29188,0.000887
29189,0.000887
29190,0.000887
29191,0.000887
29192,0.000887
29193,0.000887
29194,0.000887
29195,0.000887
29196,0.000887
29197,0.000887
29198,0.000887
29199,0.000887
29200,0.000887
29201,0.000887
29202,0.000887
29203,0.000887
29204,0.000887
29205,0.000887
29206,0.000887
29207,0.000887
29208,0.000887
29209,0.000887
29210,0.000887
29211,0.000887
29212,0.000887
29213,0.000887
29214,0.000887
29215,0.000887
29216,0.000887
29217,0.000886
29218,0.000886
29219,0.000886
29220,0.000886
29221,0.000886
29222,0.000886
29223,0.000886
29224,0.000886
29225,0.000886
29226,0.000886
29227,0.000886
29228,0.000886
29229,0.000886
29230,0.000886
29231,0.000886
29232,0.000886
29233,0.000886
29234,0.000886
29235,0.000886
29236,0.000886
29237,0.000886
29238,0.000886
29239,0.000886
29240,0.000886
29241,0.000886
29242,0.000886
29243,0.000886
29244,0.000886
29245,0.000886
29246,0.000886
29247,0.000885
29248,0.000885
29249,0.000885
29250,0.000885
29251,0.000885
29252,0.000885
29253,0.000885
29254,0.000885
29255,0.000885
29256,0.000885
29257,0.000885
29258,0.000885
29259,0.000885
29260,0.000885
29261,0.000885
29262,0.000885
29263,0.000885
29264,0.000885
29265,0.000885
29266,0.000885
29267,0.000885
29268,0.000885
29269,0.000885
29270,0.000885
29271,0.000885
29272,0.000885
29273,0.000885
29274,0.000885
29275,0.000885
29276,0.000885
29277,0.000885
29278,0.000884
29279,0.000884
29280,0.000884
29281,0.000884
29282,0.000884
29283,0.000884
29284,0.000884
29285,0.000884
29286,0.000884
29287,0.000884
29288,0.000884
29289,0.000884
29290,0.000884
29291,0.000884
29292,0.000884
29293,0.000884
29294,0.000884
29295,0.000884
29296,0.000884
29297,0.000884
29298,0.000884
29299,0.000884
29300,0.000884
29301,0.000884
29302,0.000884
29303,0.000884
29304,0.000884
29305,0.000884
29306,0.000884
29307,0.000884
29308,0.000884
29309,0.000883
29310,0.000883
29311,0.000883
29312,0.000883
29313,0.000883
29314,0.000883
29315,0.000883
29316,0.000883
29317,0.000883
29318,0.000883
29319,0.000883
29320,0.000883
29321,0.000883
29322,0.000883
29323,0.000883
29324,0.000883
29325,0.000883
29326,0.000883
29327,0.000883
29328,0.000883
29329,0.000883
29330,0.000883
29331,0.000883
29332,0.000883
29333,0.000883
29334,0.000883
29335,0.000883
29336,0.000883
29337,0.000883
29338,0.000883
29339,0.000883
29340,0.000882
29341,0.000882
29342,0.000882
29343,0.000882
29344,0.000882
29345,0.000882
29346,0.000882
29347,0.000882
29348,0.000882
29349,0.000882
29350,0.000882
29351,0.000882
29352,0.000882
29353,0.000882
29354,0.000882
29355,0.000882
29356,0.000882
29357,0.000882
29358,0.000882
29359,0.000882
29360,0.000882
29361,0.000882
29362,0.000882
29363,0.000882
29364,0.000882
29365,0.000882
29366,0.000882
29367,0.000882
29368,0.000882
29369,0.000882
29370,0.000881
29371,0.000881
29372,0.000881
29373,0.000881
29374,0.000881
29375,0.000881
29376,0.000881
29377,0.000881
29378,0.000881
29379,0.000881
29380,0.000881
29381,0.000881
29382,0.000881
29383,0.000881
29384,0.000881
29385,0.000881
29386,0.000881
29387,0.000881
29388,0.000881
29389,0.000881
29390,0.000881
29391,0.000881
29392,0.000881
29393,0.000881
29394,0.000881
29395,0.000881
29396,0.000881
29397,0.000881
29398,0.000881
29399,0.000881
29400,0.000881
29401,0.000880
29402,0.000880
29403,0.000880
29404,0.000880
29405,0.000880
29406,0.000880
29407,0.000880
29408,0.000880
29409,0.000880
29410,0.000880
29411,0.000880
29412,0.000880
29413,0.000880
29414,0.000880
29415,0.000880
29416,0.000880
29417,0.000880
29418,0.000880
29419,0.000880
29420,0.000880
29421,0.000880
29422,0.000880
29423,0.000880
29424,0.000880
29425,0.000880
29426,0.000880
29427,0.000880
29428,0.000880
29429,0.000880
29430,0.000880
29431,0.000880
29432,0.000880
29433,0.000879
29434,0.000879
29435,0.000879
29436,0.000879
29437,0.000879
29438,0.000879
29439,0.000879
29440,0.000879
29441,0.000879
29442,0.000879
29443,0.000879
29444,0.000879
29445,0.000879
29446,0.000879
29447,0.000879
29448,0.000879
29449,0.000879
29450,0.000879
29451,0.000879
29452,0.000879
29453,0.000879
29454,0.000879
29455,0.000879
29456,0.000879
29457,0.000879
29458,0.000879
29459,0.000879
29460,0.000879
29461,0.000879
29462,0.000879
29463,0.000879
29464,0.000878
29465,0.000878
29466,0.000878
29467,0.000878
29468,0.000878
29469,0.000878
29470,0.000878
29471,0.000878
29472,0.000878
29473,0.000878
29474,0.000878
29475,0.000878
29476,0.000878
29477,0.000878
29478,0.000878
29479,0.000878
29480,0.000878
29481,0.000878
29482,0.000878
29483,0.000878
29484,0.000878
29485,0.000878
29486,0.000878
29487,0.000878
29488,0.000878
29489,0.000878
29490,0.000878
29491,0.000878
29492,0.000878
29493,0.000878
29494,0.000878
29495,0.000877
29496,0.000877
29497,0.000877
29498,0.000877
29499,0.000877
29500,0.000877
29501,0.000877
29502,0.000877
29503,0.000877
29504,0.000877
29505,0.000877
29506,0.000877
29507,0.000877
29508,0.000877
29509,0.000877
29510,0.000877
29511,0.000877
29512,0.000877
29513,0.000877
29514,0.000877
29515,0.000877
29516,0.000877
29517,0.000877
29518,0.000877
29519,0.000877
29520,0.000877
29521,0.000877
29522,0.000877
29523,0.000877
29524,0.000877
29525,0.000877
29526,0.000877
29527,0.000876
29528,0.000876
29529,0.000876
29530,0.000876
29531,0.000876
29532,0.000876
29533,0.000876
29534,0.000876
29535,0.000876
29536,0.000876
29537,0.000876
29538,0.000876
29539,0.000876
29540,0.000876
29541,0.000876
29542,0.000876
29543,0.000876
29544,0.000876
29545,0.000876
29546,0.000876
29547,0.000876
29548,0.000876
29549,0.000876
29550,0.000876
29551,0.000876
29552,0.000876
29553,0.000876
29554,0.000876
29555,0.000876
29556,0.000876
29557,0.000876
29558,0.000875
29559,0.000875
29560,0.000875
29561,0.000875
29562,0.000875
29563,0.000875
29564,0.000875
29565,0.000875
29566,0.000875
29567,0.000875
29568,0.000875
29569,0.000875
29570,0.000875
29571,0.000875
29572,0.000875
29573,0.000875
29574,0.000875
29575,0.000875
29576,0.000875
29577,0.000875
29578,0.000875
29579,0.000875
29580,0.000875
29581,0.000875
29582,0.000875
29583,0.000875
29584,0.000875
29585,0.000875
29586,0.000875
29587,0.000875
29588,0.000875
29589,0.000874
29590,0.000874
29591,0.000874
29592,0.000874
29593,0.000874
29594,0.000874
29595,0.000874
29596,0.000874
29597,0.000874
29598,0.000874
29599,0.000874
29600,0.000874
29601,0.000874
29602,0.000874
29603,0.000874
29604,0.000874
29605,0.000874
29606,0.000874
29607,0.000874
29608,0.000874
29609,0.000874
29610,0.000874
29611,0.000874
29612,0.000874
29613,0.000874
29614,0.000874
29615,0.000874
29616,0.000874
29617,0.000874
29618,0.000874
29619,0.000874
29620,0.000874
29621,0.000873
29622,0.000873
29623,0.000873
29624,0.000873
29625,0.000873
29626,0.000873
29627,0.000873
29628,0.000873
29629,0.000873
29630,0.000873
29631,0.000873
29632,0.000873
29633,0.000873
29634,0.000873
29635,0.000873
29636,0.000873
29637,0.000873
29638,0.000873
29639,0.000873
29640,0.000873
29641,0.000873
29642,0.000873
29643,0.000873
29644,0.000873
29645,0.000873
29646,0.000873
29647,0.000873
29648,0.000873
29649,0.000873
29650,0.000873
29651,0.000873
29652,0.000873
29653,0.000872
29654,0.000872
29655,0.000872
29656,0.000872
29657,0.000872
29658,0.000872
29659,0.000872
29660,0.000872
29661,0.000872
29662,0.000872
29663,0.000872
29664,0.000872
29665,0.000872
29666,0.000872
29667,0.000872
29668,0.000872
29669,0.000872
29670,0.000872
29671,0.000872
29672,0.000872
29673,0.000872
29674,0.000872
29675,0.000872
29676,0.000872
29677,0.000872
29678,0.000872
29679,0.000872
29680,0.000872
29681,0.000872
29682,0.000872
29683,0.000872
29684,0.000871
29685,0.000871
29686,0.000871
29687,0.000871
29688,0.000871
29689,0.000871
29690,0.000871
29691,0.000871
29692,0.000871
29693,0.000871
29694,0.000871
29695,0.000871
29696,0.000871
29697,0.000871
29698,0.000871
29699,0.000871
29700,0.000871
29701,0.000871
29702,0.000871
29703,0.000871
29704,0.000871
29705,0.000871
29706,0.000871
29707,0.000871
29708,0.000871
29709,0.000871
29710,0.000871
29711,0.000871
29712,0.000871
29713,0.000871
29714,0.000871
29715,0.000871
29716,0.000870
29717,0.000870
29718,0.000870
29719,0.000870
29720,0.000870
29721,0.000870
29722,0.000870
29723,0.000870
29724,0.000870
29725,0.000870
29726,0.000870
29727,0.000870
29728,0.000870
29729,0.000870
29730,0.000870
29731,0.000870
29732,0.000870
29733,0.000870
29734,0.000870
29735,0.000870
29736,0.000870
29737,0.000870
29738,0.000870
29739,0.000870
29740,0.000870
29741,0.000870
29742,0.000870
29743,0.000870
29744,0.000870
29745,0.000870
29746,0.000870
29747,0.000869
29748,0.000869
29749,0.000869
29750,0.000869
29751,0.000869
29752,0.000869
29753,0.000869
29754,0.000869
29755,0.000869
29756,0.000869
29757,0.000869
29758,0.000869
29759,0.000869
29760,0.000869
29761,0.000869
29762,0.000869
29763,0.000869
29764,0.000869
29765,0.000869
29766,0.000869
29767,0.000869
29768,0.000869
29769,0.000869
29770,0.000869
29771,0.000869
29772,0.000869
29773,0.000869
29774,0.000869
29775,0.000869
29776,0.000869
29777,0.000869
29778,0.000869
29779,0.000868
29780,0.000868
29781,0.000868
29782,0.000868
29783,0.000868
29784,0.000868
29785,0.000868
29786,0.000868
29787,0.000868
29788,0.000868
29789,0.000868
29790,0.000868
29791,0.000868
29792,0.000868
29793,0.000868
29794,0.000868
29795,0.000868
29796,0.000868
29797,0.000868
29798,0.000868
29799,0.000868
29800,0.000868
29801,0.000868
29802,0.000868
29803,0.000868
29804,0.000868
29805,0.000868
29806,0.000868
29807,0.000868
29808,0.000868
29809,0.000868
29810,0.000868
29811,0.000867
29812,0.000867
29813,0.000867
29814,0.000867
29815,0.000867
29816,0.000867
29817,0.000867
29818,0.000867
29819,0.000867
29820,0.000867
29821,0.000867
29822,0.000867
29823,0.000867
29824,0.000867
29825,0.000867
29826,0.000867
29827,0.000867
29828,0.000867
29829,0.000867
29830,0.000867
29831,0.000867
29832,0.000867
29833,0.000867
29834,0.000867
29835,0.000867
29836,0.000867
29837,0.000867
29838,0.000867
29839,0.000867
29840,0.000867
29841,0.000867
29842,0.000867
29843,0.000867
29844,0.000866
29845,0.000866
29846,0.000866
29847,0.000866
29848,0.000866
29849,0.000866
29850,0.000866
29851,0.000866
29852,0.000866
29853,0.000866
29854,0.000866
29855,0.000866
29856,0.000866
29857,0.000866
29858,0.000866
29859,0.000866
29860,0.000866
29861,0.000866
29862,0.000866
29863,0.000866
29864,0.000866
29865,0.000866
29866,0.000866
29867,0.000866
29868,0.000866
29869,0.000866
29870,0.000866
29871,0.000866
29872,0.000866
29873,0.000866
29874,0.000866
29875,0.000866
29876,0.000865
29877,0.000865
29878,0.000865
29879,0.000865
29880,0.000865
29881,0.000865
29882,0.000865
29883,0.000865
29884,0.000865
29885,0.000865
29886,0.000865
29887,0.000865
29888,0.000865
29889,0.000865
29890,0.000865
29891,0.000865
29892,0.000865
29893,0.000865
29894,0.000865
29895,0.000865
29896,0.000865
29897,0.000865
29898,0.000865
29899,0.000865
29900,0.000865
29901,0.000865
29902,0.000865
29903,0.000865
29904,0.000865
29905,0.000865
29906,0.000865
29907,0.000865
29908,0.000864
29909,0.000864
29910,0.000864
29911,0.000864
29912,0.000864
29913,0.000864
29914,0.000864
29915,0.000864
29916,0.000864
29917,0.000864
29918,0.000864
29919,0.000864
29920,0.000864
29921,0.000864
29922,0.000864
29923,0.000864
29924,0.000864
29925,0.000864
29926,0.000864
29927,0.000864
29928,0.000864
29929,0.000864
29930,0.000864
29931,0.000864
29932,0.000864
29933,0.000864
29934,0.000864
29935,0.000864
29936,0.000864
29937,0.000864
29938,0.000864
29939,0.000864
29940,0.000863
29941,0.000863
29942,0.000863
29943,0.000863
29944,0.000863
29945,0.000863
29946,0.000863
29947,0.000863
29948,0.000863
29949,0.000863
29950,0.000863
29951,0.000863
29952,0.000863
29953,0.000863
29954,0.000863
29955,0.000863
29956,0.000863
29957,0.000863
29958,0.000863
29959,0.000863
29960,0.000863
29961,0.000863
29962,0.000863
29963,0.000863
29964,0.000863
29965,0.000863
29966,0.000863
29967,0.000863
29968,0.000863
29969,0.000863
29970,0.000863
29971,0.000863
29972,0.000863
29973,0.000862
29974,0.000862
29975,0.000862
29976,0.000862
29977,0.000862
29978,0.000862
29979,0.000862
29980,0.000862
29981,0.000862
29982,0.000862
29983,0.000862
29984,0.000862
29985,0.000862
29986,0.000862
29987,0.000862
29988,0.000862
29989,0.000862
29990,0.000862
29991,0.000862
29992,0.000862
29993,0.000862
29994,0.000862
29995,0.000862
29996,0.000862
29997,0.000862
29998,0.000862
29999,0.000862
30000,0.000862
30001,0.000862
30002,0.000862
30003,0.000862
30004,0.000862
30005,0.000861
30006,0.000861
30007,0.000861
30008,0.000861
30009,0.000861
30010,0.000861
30011,0.000861
30012,0.000861
30013,0.000861
30014,0.000861
30015,0.000861
30016,0.000861
30017,0.000861
30018,0.000861
30019,0.000861
30020,0.000861
30021,0.000861
30022,0.000861
30023,0.000861
30024,0.000861
30025,0.000861
30026,0.000861
30027,0.000861
30028,0.000861
30029,0.000861
30030,0.000861
30031,0.000861
30032,0.000861
30033,0.000861
30034,0.000861
30035,0.000861
30036,0.000861
30037,0.000860
30038,0.000860
30039,0.000860
30040,0.000860
30041,0.000860
30042,0.000860
30043,0.000860
30044,0.000860
30045,0.000860
30046,0.000860
30047,0.000860
30048,0.000860
30049,0.000860
30050,0.000860
30051,0.000860
30052,0.000860
30053,0.000860
30054,0.000860
30055,0.000860
30056,0.000860
30057,0.000860
30058,0.000860
30059,0.000860
30060,0.000860
30061,0.000860
30062,0.000860
30063,0.000860
30064,0.000860
30065,0.000860
30066,0.000860
30067,0.000860
30068,0.000860
30069,0.000860
30070,0.000859
30071,0.000859
30072,0.000859
30073,0.000859
30074,0.000859
30075,0.000859
30076,0.000859
30077,0.000859
30078,0.000859
30079,0.000859
30080,0.000859
30081,0.000859
30082,0.000859
30083,0.000859
30084,0.000859
30085,0.000859
30086,0.000859
30087,0.000859
30088,0.000859
30089,0.000859
30090,0.000859
30091,0.000859
30092,0.000859
30093,0.000859
30094,0.000859
30095,0.000859
30096,0.000859
30097,0.000859
30098,0.000859
30099,0.000859
30100,0.000859
30101,0.000859
30102,0.000858
30103,0.000858
30104,0.000858
30105,0.000858
30106,0.000858
30107,0.000858
30108,0.000858
30109,0.000858
30110,0.000858
30111,0.000858
30112,0.000858
30113,0.000858
30114,0.000858
30115,0.000858
30116,0.000858
30117,0.000858
30118,0.000858
30119,0.000858
30120,0.000858
30121,0.000858
30122,0.000858
30123,0.000858
30124,0.000858
30125,0.000858
30126,0.000858
30127,0.000858
30128,0.000858
30129,0.000858
30130,0.000858
30131,0.000858
30132,0.000858
30133,0.000858
30134,0.000858
30135,0.000857
30136,0.000857
30137,0.000857
30138,0.000857
30139,0.000857
30140,0.000857
