iterations,cost
39278,0.000646
39279,0.000646
39280,0.000646
39281,0.000646
39282,0.000646
39283,0.000646
39284,0.000646
39285,0.000646
39286,0.000646
39287,0.000646
39288,0.000646
39289,0.000646
39290,0.000646
39291,0.000646
39292,0.000646
39293,0.000646
39294,0.000646
39295,0.000646
39296,0.000646
39297,0.000646
39298,0.000646
39299,0.000646
39300,0.000646
39301,0.000646
39302,0.000645
39303,0.000645
39304,0.000645
39305,0.000645
39306,0.000645
39307,0.000645
39308,0.000645
39309,0.000645
39310,0.000645
39311,0.000645
39312,0.000645
39313,0.000645
39314,0.000645
39315,0.000645
39316,0.000645
39317,0.000645
39318,0.000645
39319,0.000645
39320,0.000645
39321,0.000645
39322,0.000645
39323,0.000645
39324,0.000645
39325,0.000645
39326,0.000645
39327,0.000645
39328,0.000645
39329,0.000645
39330,0.000645
39331,0.000645
39332,0.000645
39333,0.000645
39334,0.000645
39335,0.000645
39336,0.000645
39337,0.000645
39338,0.000645
39339,0.000645
39340,0.000645
39341,0.000645
39342,0.000645
39343,0.000645
39344,0.000645
39345,0.000645
39346,0.000645
39347,0.000645
39348,0.000645
39349,0.000645
39350,0.000645
39351,0.000645
39352,0.000645
39353,0.000645
39354,0.000645
39355,0.000645
39356,0.000645
39357,0.000645
39358,0.000645
39359,0.000644
39360,0.000644
39361,0.000644
39362,0.000644
39363,0.000644
39364,0.000644
39365,0.000644
39366,0.000644
39367,0.000644
39368,0.000644
39369,0.000644
39370,0.000644
39371,0.000644
39372,0.000644
39373,0.000644
39374,0.000644
39375,0.000644
39376,0.000644
39377,0.000644
39378,0.000644
39379,0.000644
39380,0.000644
39381,0.000644
39382,0.000644
39383,0.000644
39384,0.000644
39385,0.000644
39386,0.000644
39387,0.000644
39388,0.000644
39389,0.000644
39390,0.000644
39391,0.000644
39392,0.000644
39393,0.000644
39394,0.000644
39395,0.000644
39396,0.000644
39397,0.000644
39398,0.000644
39399,0.000644
39400,0.000644
39401,0.000644
39402,0.000644
39403,0.000644
39404,0.000644
39405,0.000644
39406,0.000644
39407,0.000644
39408,0.000644
39409,0.000644
39410,0.000644
39411,0.000644
39412,0.000644
39413,0.000644
39414,0.000644
39415,0.000644
39416,0.000643
39417,0.000643
39418,0.000643
39419,0.000643
39420,0.000643
39421,0.000643
39422,0.000643
39423,0.000643
39424,0.000643
39425,0.000643
39426,0.000643
39427,0.000643
39428,0.000643
39429,0.000643
39430,0.000643
39431,0.000643
39432,0.000643
39433,0.000643
39434,0.000643
39435,0.000643
39436,0.000643
39437,0.000643
39438,0.000643
39439,0.000643
39440,0.000643
39441,0.000643
39442,0.000643
39443,0.000643
39444,0.000643
39445,0.000643
39446,0.000643
39447,0.000643
39448,0.000643
39449,0.000643
39450,0.000643
39451,0.000643
39452,0.000643
39453,0.000643
39454,0.000643
39455,0.000643
39456,0.000643
39457,0.000643
39458,0.000643
39459,0.000643
39460,0.000643
39461,0.000643
39462,0.000643
39463,0.000643
39464,0.000643
39465,0.000643
39466,0.000643
39467,0.000643
39468,0.000643
39469,0.000643
39470,0.000643
39471,0.000643
39472,0.000643
39473,0.000643
39474,0.000642
39475,0.000642
39476,0.000642
39477,0.000642
39478,0.000642
39479,0.000642
39480,0.000642
39481,0.000642
39482,0.000642
39483,0.000642
39484,0.000642
39485,0.000642
39486,0.000642
39487,0.000642
39488,0.000642
39489,0.000642
39490,0.000642
39491,0.000642
39492,0.000642
39493,0.000642
39494,0.000642
39495,0.000642
39496,0.000642
39497,0.000642
39498,0.000642
39499,0.000642
39500,0.000642
39501,0.000642
39502,0.000642
39503,0.000642
39504,0.000642
39505,0.000642
39506,0.000642
39507,0.000642
39508,0.000642
39509,0.000642
39510,0.000642
39511,0.000642
39512,0.000642
39513,0.000642
39514,0.000642
39515,0.000642
39516,0.000642
39517,0.000642
39518,0.000642
39519,0.000642
39520,0.000642
39521,0.000642
39522,0.000642
39523,0.000642
39524,0.000642
39525,0.000642
39526,0.000642
39527,0.000642
39528,0.000642
39529,0.000642
39530,0.000642
39531,0.000642
39532,0.000641
39533,0.000641
39534,0.000641
39535,0.000641
39536,0.000641
39537,0.000641
39538,0.000641
39539,0.000641
39540,0.000641
39541,0.000641
39542,0.000641
39543,0.000641
39544,0.000641
39545,0.000641
39546,0.000641
39547,0.000641
39548,0.000641
39549,0.000641
39550,0.000641
39551,0.000641
39552,0.000641
39553,0.000641
39554,0.000641
39555,0.000641
39556,0.000641
39557,0.000641
39558,0.000641
39559,0.000641
39560,0.000641
39561,0.000641
39562,0.000641
39563,0.000641
39564,0.000641
39565,0.000641
39566,0.000641
39567,0.000641
39568,0.000641
39569,0.000641
39570,0.000641
39571,0.000641
39572,0.000641
39573,0.000641
39574,0.000641
39575,0.000641
39576,0.000641
39577,0.000641
39578,0.000641
39579,0.000641
39580,0.000641
39581,0.000641
39582,0.000641
39583,0.000641
39584,0.000641
39585,0.000641
39586,0.000641
39587,0.000641
39588,0.000641
39589,0.000641
39590,0.000641
39591,0.000640
39592,0.000640
39593,0.000640
39594,0.000640
39595,0.000640
39596,0.000640
39597,0.000640
39598,0.000640
39599,0.000640
39600,0.000640
39601,0.000640
39602,0.000640
39603,0.000640
39604,0.000640
39605,0.000640
39606,0.000640
39607,0.000640
39608,0.000640
39609,0.000640
39610,0.000640
39611,0.000640
39612,0.000640
39613,0.000640
39614,0.000640
39615,0.000640
39616,0.000640
39617,0.000640
39618,0.000640
39619,0.000640
39620,0.000640
39621,0.000640
39622,0.000640
39623,0.000640
39624,0.000640
39625,0.000640
39626,0.000640
39627,0.000640
39628,0.000640
39629,0.000640
39630,0.000640
39631,0.000640
39632,0.000640
39633,0.000640
39634,0.000640
39635,0.000640
39636,0.000640
39637,0.000640
39638,0.000640
39639,0.000640
39640,0.000640
39641,0.000640
39642,0.000640
39643,0.000640
39644,0.000640
39645,0.000640
39646,0.000640
39647,0.000640
39648,0.000640
39649,0.000639
39650,0.000639
39651,0.000639
39652,0.000639
39653,0.000639
39654,0.000639
39655,0.000639
39656,0.000639
39657,0.000639
39658,0.000639
39659,0.000639
39660,0.000639
39661,0.000639
39662,0.000639
39663,0.000639
39664,0.000639
39665,0.000639
39666,0.000639
39667,0.000639
39668,0.000639
39669,0.000639
39670,0.000639
39671,0.000639
39672,0.000639
39673,0.000639
39674,0.000639
39675,0.000639
39676,0.000639
39677,0.000639
39678,0.000639
39679,0.000639
39680,0.000639
39681,0.000639
39682,0.000639
39683,0.000639
39684,0.000639
39685,0.000639
39686,0.000639
39687,0.000639
39688,0.000639
39689,0.000639
39690,0.000639
39691,0.000639
39692,0.000639
39693,0.000639
39694,0.000639
39695,0.000639
39696,0.000639
39697,0.000639
39698,0.000639
39699,0.000639
39700,0.000639
39701,0.000639
39702,0.000639
39703,0.000639
39704,0.000639
39705,0.000639
39706,0.000639
39707,0.000638
39708,0.000638
39709,0.000638
39710,0.000638
39711,0.000638
39712,0.000638
39713,0.000638
39714,0.000638
39715,0.000638
39716,0.000638
39717,0.000638
39718,0.000638
39719,0.000638
39720,0.000638
39721,0.000638
39722,0.000638
39723,0.000638
39724,0.000638
39725,0.000638
39726,0.000638
39727,0.000638
39728,0.000638
39729,0.000638
39730,0.000638
39731,0.000638
39732,0.000638
39733,0.000638
39734,0.000638
39735,0.000638
39736,0.000638
39737,0.000638
39738,0.000638
39739,0.000638
39740,0.000638
39741,0.000638
39742,0.000638
39743,0.000638
39744,0.000638
39745,0.000638
39746,0.000638
39747,0.000638
39748,0.000638
39749,0.000638
39750,0.000638
39751,0.000638
39752,0.000638
39753,0.000638
39754,0.000638
39755,0.000638
39756,0.000638
39757,0.000638
39758,0.000638
39759,0.000638
39760,0.000638
39761,0.000638
39762,0.000638
39763,0.000638
39764,0.000638
39765,0.000638
39766,0.000637
39767,0.000637
39768,0.000637
39769,0.000637
39770,0.000637
39771,0.000637
39772,0.000637
39773,0.000637
39774,0.000637
39775,0.000637
39776,0.000637
39777,0.000637
39778,0.000637
39779,0.000637
39780,0.000637
39781,0.000637
39782,0.000637
39783,0.000637
39784,0.000637
39785,0.000637
39786,0.000637
39787,0.000637
39788,0.000637
39789,0.000637
39790,0.000637
39791,0.000637
39792,0.000637
39793,0.000637
39794,0.000637
39795,0.000637
39796,0.000637
39797,0.000637
39798,0.000637
39799,0.000637
39800,0.000637
39801,0.000637
39802,0.000637
39803,0.000637
39804,0.000637
39805,0.000637
39806,0.000637
39807,0.000637
39808,0.000637
39809,0.000637
39810,0.000637
39811,0.000637
39812,0.000637
39813,0.000637
39814,0.000637
39815,0.000637
39816,0.000637
39817,0.000637
39818,0.000637
39819,0.000637
39820,0.000637
39821,0.000637
39822,0.000637
39823,0.000637
39824,0.000636
39825,0.000636
39826,0.000636
39827,0.000636
39828,0.000636
39829,0.000636
39830,0.000636
39831,0.000636
39832,0.000636
39833,0.000636
39834,0.000636
39835,0.000636
39836,0.000636
39837,0.000636
39838,0.000636
39839,0.000636
39840,0.000636
39841,0.000636
39842,0.000636
39843,0.000636
39844,0.000636
39845,0.000636
39846,0.000636
39847,0.000636
39848,0.000636
39849,0.000636
39850,0.000636
39851,0.000636
39852,0.000636
39853,0.000636
39854,0.000636
39855,0.000636
39856,0.000636
39857,0.000636
39858,0.000636
39859,0.000636
39860,0.000636
39861,0.000636
39862,0.000636
39863,0.000636
39864,0.000636
39865,0.000636
39866,0.000636
39867,0.000636
39868,0.000636
39869,0.000636
39870,0.000636
39871,0.000636
39872,0.000636
39873,0.000636
39874,0.000636
39875,0.000636
39876,0.000636
39877,0.000636
39878,0.000636
39879,0.000636
39880,0.000636
39881,0.000636
39882,0.000636
39883,0.000635
39884,0.000635
39885,0.000635
39886,0.000635
39887,0.000635
39888,0.000635
39889,0.000635
39890,0.000635
39891,0.000635
39892,0.000635
39893,0.000635
39894,0.000635
39895,0.000635
39896,0.000635
39897,0.000635
39898,0.000635
39899,0.000635
39900,0.000635
39901,0.000635
39902,0.000635
39903,0.000635
39904,0.000635
39905,0.000635
39906,0.000635
39907,0.000635
39908,0.000635
39909,0.000635
39910,0.000635
39911,0.000635
39912,0.000635
39913,0.000635
39914,0.000635
39915,0.000635
39916,0.000635
39917,0.000635
39918,0.000635
39919,0.000635
39920,0.000635
39921,0.000635
39922,0.000635
39923,0.000635
39924,0.000635
39925,0.000635
39926,0.000635
39927,0.000635
39928,0.000635
39929,0.000635
39930,0.000635
39931,0.000635
39932,0.000635
39933,0.000635
39934,0.000635
39935,0.000635
39936,0.000635
39937,0.000635
39938,0.000635
39939,0.000635
39940,0.000635
39941,0.000635
39942,0.000634
39943,0.000634
39944,0.000634
39945,0.000634
39946,0.000634
39947,0.000634
39948,0.000634
39949,0.000634
39950,0.000634
39951,0.000634
39952,0.000634
39953,0.000634
39954,0.000634
39955,0.000634
39956,0.000634
39957,0.000634
39958,0.000634
39959,0.000634
39960,0.000634
39961,0.000634
39962,0.000634
39963,0.000634
39964,0.000634
39965,0.000634
39966,0.000634
39967,0.000634
39968,0.000634
39969,0.000634
39970,0.000634
39971,0.000634
39972,0.000634
39973,0.000634
39974,0.000634
39975,0.000634
39976,0.000634
39977,0.000634
39978,0.000634
39979,0.000634
39980,0.000634
39981,0.000634
39982,0.000634
39983,0.000634
39984,0.000634
39985,0.000634
39986,0.000634
39987,0.000634
39988,0.000634
39989,0.000634
39990,0.000634
39991,0.000634
39992,0.000634
39993,0.000634
39994,0.000634
39995,0.000634
39996,0.000634
39997,0.000634
39998,0.000634
39999,0.000634
40000,0.000633
40001,0.000633
40002,0.000633
40003,0.000633
40004,0.000633
40005,0.000633
40006,0.000633
40007,0.000633
40008,0.000633
40009,0.000633
40010,0.000633
40011,0.000633
40012,0.000633
40013,0.000633
40014,0.000633
40015,0.000633
40016,0.000633
40017,0.000633
40018,0.000633
40019,0.000633
40020,0.000633
40021,0.000633
40022,0.000633
40023,0.000633
40024,0.000633
40025,0.000633
40026,0.000633
40027,0.000633
40028,0.000633
40029,0.000633
40030,0.000633
40031,0.000633
40032,0.000633
40033,0.000633
40034,0.000633
40035,0.000633
40036,0.000633
40037,0.000633
40038,0.000633
40039,0.000633
40040,0.000633
40041,0.000633
40042,0.000633
40043,0.000633
40044,0.000633
40045,0.000633
40046,0.000633
40047,0.000633
40048,0.000633
40049,0.000633
40050,0.000633
40051,0.000633
40052,0.000633
40053,0.000633
40054,0.000633
40055,0.000633
40056,0.000633
40057,0.000633
40058,0.000633
40059,0.000633
40060,0.000632
40061,0.000632
40062,0.000632
40063,0.000632
40064,0.000632
40065,0.000632
40066,0.000632
40067,0.000632
40068,0.000632
40069,0.000632
40070,0.000632
40071,0.000632
40072,0.000632
40073,0.000632
40074,0.000632
40075,0.000632
40076,0.000632
40077,0.000632
40078,0.000632
40079,0.000632
40080,0.000632
40081,0.000632
40082,0.000632
40083,0.000632
40084,0.000632
40085,0.000632
40086,0.000632
40087,0.000632
40088,0.000632
40089,0.000632
40090,0.000632
40091,0.000632
40092,0.000632
40093,0.000632
40094,0.000632
40095,0.000632
40096,0.000632
40097,0.000632
40098,0.000632
40099,0.000632
40100,0.000632
40101,0.000632
40102,0.000632
40103,0.000632
40104,0.000632
40105,0.000632
40106,0.000632
40107,0.000632
40108,0.000632
40109,0.000632
40110,0.000632
40111,0.000632
40112,0.000632
40113,0.000632
40114,0.000632
40115,0.000632
40116,0.000632
40117,0.000632
40118,0.000632
40119,0.000632
40120,0.000631
40121,0.000631
40122,0.000631
40123,0.000631
40124,0.000631
40125,0.000631
40126,0.000631
40127,0.000631
40128,0.000631
40129,0.000631
40130,0.000631
40131,0.000631
40132,0.000631
40133,0.000631
40134,0.000631
40135,0.000631
40136,0.000631
40137,0.000631
40138,0.000631
40139,0.000631
40140,0.000631
40141,0.000631
40142,0.000631
40143,0.000631
40144,0.000631
40145,0.000631
40146,0.000631
40147,0.000631
40148,0.000631
40149,0.000631
40150,0.000631
40151,0.000631
40152,0.000631
40153,0.000631
40154,0.000631
40155,0.000631
40156,0.000631
40157,0.000631
40158,0.000631
40159,0.000631
40160,0.000631
40161,0.000631
40162,0.000631
40163,0.000631
40164,0.000631
40165,0.000631
40166,0.000631
40167,0.000631
40168,0.000631
40169,0.000631
40170,0.000631
40171,0.000631
40172,0.000631
40173,0.000631
40174,0.000631
40175,0.000631
40176,0.000631
40177,0.000631
40178,0.000631
40179,0.000631
40180,0.000630
40181,0.000630
40182,0.000630
40183,0.000630
40184,0.000630
40185,0.000630
40186,0.000630
40187,0.000630
40188,0.000630
40189,0.000630
40190,0.000630
40191,0.000630
40192,0.000630
40193,0.000630
40194,0.000630
40195,0.000630
40196,0.000630
40197,0.000630
40198,0.000630
40199,0.000630
40200,0.000630
40201,0.000630
40202,0.000630
40203,0.000630
40204,0.000630
40205,0.000630
40206,0.000630
40207,0.000630
40208,0.000630
40209,0.000630
40210,0.000630
40211,0.000630
40212,0.000630
40213,0.000630
40214,0.000630
40215,0.000630
40216,0.000630
40217,0.000630
40218,0.000630
40219,0.000630
40220,0.000630
40221,0.000630
40222,0.000630
40223,0.000630
40224,0.000630
40225,0.000630
40226,0.000630
40227,0.000630
40228,0.000630
40229,0.000630
40230,0.000630
40231,0.000630
40232,0.000630
40233,0.000630
40234,0.000630
40235,0.000630
40236,0.000630
40237,0.000630
40238,0.000630
40239,0.000630
40240,0.000629
40241,0.000629
40242,0.000629
40243,0.000629
40244,0.000629
40245,0.000629
40246,0.000629
40247,0.000629
40248,0.000629
40249,0.000629
40250,0.000629
40251,0.000629
40252,0.000629
40253,0.000629
40254,0.000629
40255,0.000629
40256,0.000629
40257,0.000629
40258,0.000629
40259,0.000629
40260,0.000629
40261,0.000629
40262,0.000629
40263,0.000629
40264,0.000629
40265,0.000629
40266,0.000629
40267,0.000629
40268,0.000629
40269,0.000629
40270,0.000629
40271,0.000629
40272,0.000629
40273,0.000629
40274,0.000629
40275,0.000629
40276,0.000629
40277,0.000629
40278,0.000629
40279,0.000629
40280,0.000629
40281,0.000629
40282,0.000629
40283,0.000629
40284,0.000629
40285,0.000629
40286,0.000629
40287,0.000629
40288,0.000629
40289,0.000629
40290,0.000629
40291,0.000629
40292,0.000629
40293,0.000629
40294,0.000629
40295,0.000629
40296,0.000629
40297,0.000629
40298,0.000629
40299,0.000629
40300,0.000628
40301,0.000628
40302,0.000628
40303,0.000628
40304,0.000628
40305,0.000628
40306,0.000628
40307,0.000628
40308,0.000628
40309,0.000628
40310,0.000628
40311,0.000628
40312,0.000628
40313,0.000628
40314,0.000628
40315,0.000628
40316,0.000628
40317,0.000628
40318,0.000628
40319,0.000628
40320,0.000628
40321,0.000628
40322,0.000628
40323,0.000628
40324,0.000628
40325,0.000628
40326,0.000628
40327,0.000628
40328,0.000628
40329,0.000628
40330,0.000628
40331,0.000628
40332,0.000628
40333,0.000628
40334,0.000628
40335,0.000628
40336,0.000628
40337,0.000628
40338,0.000628
40339,0.000628
40340,0.000628
40341,0.000628
40342,0.000628
40343,0.000628
40344,0.000628
40345,0.000628
40346,0.000628
40347,0.000628
40348,0.000628
40349,0.000628
40350,0.000628
40351,0.000628
40352,0.000628
40353,0.000628
40354,0.000628
40355,0.000628
40356,0.000628
40357,0.000628
40358,0.000628
40359,0.000628
40360,0.000628
40361,0.000627
40362,0.000627
40363,0.000627
40364,0.000627
40365,0.000627
40366,0.000627
40367,0.000627
40368,0.000627
40369,0.000627
40370,0.000627
40371,0.000627
40372,0.000627
40373,0.000627
40374,0.000627
40375,0.000627
40376,0.000627
40377,0.000627
40378,0.000627
40379,0.000627
40380,0.000627
40381,0.000627
40382,0.000627
40383,0.000627
40384,0.000627
40385,0.000627
40386,0.000627
40387,0.000627
40388,0.000627
40389,0.000627
40390,0.000627
40391,0.000627
40392,0.000627
40393,0.000627
40394,0.000627
40395,0.000627
40396,0.000627
40397,0.000627
40398,0.000627
40399,0.000627
40400,0.000627
40401,0.000627
40402,0.000627
40403,0.000627
40404,0.000627
40405,0.000627
40406,0.000627
40407,0.000627
40408,0.000627
40409,0.000627
40410,0.000627
40411,0.000627
40412,0.000627
40413,0.000627
40414,0.000627
40415,0.000627
40416,0.000627
40417,0.000627
40418,0.000627
40419,0.000627
40420,0.000627
40421,0.000626
40422,0.000626
40423,0.000626
40424,0.000626
40425,0.000626
40426,0.000626
40427,0.000626
40428,0.000626
40429,0.000626
40430,0.000626
40431,0.000626
40432,0.000626
40433,0.000626
40434,0.000626
40435,0.000626
40436,0.000626
40437,0.000626
40438,0.000626
40439,0.000626
40440,0.000626
40441,0.000626
40442,0.000626
40443,0.000626
40444,0.000626
40445,0.000626
40446,0.000626
40447,0.000626
40448,0.000626
40449,0.000626
40450,0.000626
40451,0.000626
40452,0.000626
40453,0.000626
40454,0.000626
40455,0.000626
40456,0.000626
40457,0.000626
40458,0.000626
40459,0.000626
40460,0.000626
40461,0.000626
40462,0.000626
40463,0.000626
40464,0.000626
40465,0.000626
40466,0.000626
40467,0.000626
40468,0.000626
40469,0.000626
40470,0.000626
40471,0.000626
40472,0.000626
40473,0.000626
40474,0.000626
40475,0.000626
40476,0.000626
40477,0.000626
40478,0.000626
40479,0.000626
40480,0.000626
40481,0.000626
40482,0.000625
40483,0.000625
40484,0.000625
40485,0.000625
40486,0.000625
40487,0.000625
40488,0.000625
40489,0.000625
40490,0.000625
40491,0.000625
40492,0.000625
40493,0.000625
40494,0.000625
40495,0.000625
40496,0.000625
40497,0.000625
40498,0.000625
40499,0.000625
40500,0.000625
40501,0.000625
40502,0.000625
40503,0.000625
40504,0.000625
40505,0.000625
40506,0.000625
40507,0.000625
40508,0.000625
40509,0.000625
40510,0.000625
40511,0.000625
40512,0.000625
40513,0.000625
40514,0.000625
40515,0.000625
40516,0.000625
40517,0.000625
40518,0.000625
40519,0.000625
40520,0.000625
40521,0.000625
40522,0.000625
40523,0.000625
40524,0.000625
40525,0.000625
40526,0.000625
40527,0.000625
40528,0.000625
40529,0.000625
40530,0.000625
40531,0.000625
40532,0.000625
40533,0.000625
40534,0.000625
40535,0.000625
40536,0.000625
40537,0.000625
40538,0.000625
40539,0.000625
40540,0.000625
40541,0.000625
40542,0.000625
40543,0.000624
40544,0.000624
40545,0.000624
40546,0.000624
40547,0.000624
40548,0.000624
40549,0.000624
40550,0.000624
40551,0.000624
40552,0.000624
40553,0.000624
40554,0.000624
40555,0.000624
40556,0.000624
40557,0.000624
40558,0.000624
40559,0.000624
40560,0.000624
40561,0.000624
40562,0.000624
40563,0.000624
40564,0.000624
40565,0.000624
40566,0.000624
40567,0.000624
40568,0.000624
40569,0.000624
40570,0.000624
40571,0.000624
40572,0.000624
40573,0.000624
40574,0.000624
40575,0.000624
40576,0.000624
40577,0.000624
40578,0.000624
40579,0.000624
40580,0.000624
40581,0.000624
40582,0.000624
40583,0.000624
40584,0.000624
40585,0.000624
40586,0.000624
40587,0.000624
40588,0.000624
40589,0.000624
40590,0.000624
40591,0.000624
40592,0.000624
40593,0.000624
40594,0.000624
40595,0.000624
40596,0.000624
40597,0.000624
40598,0.000624
40599,0.000624
40600,0.000624
40601,0.000624
40602,0.000624
40603,0.000623
40604,0.000623
40605,0.000623
40606,0.000623
40607,0.000623
40608,0.000623
40609,0.000623
40610,0.000623
40611,0.000623
40612,0.000623
40613,0.000623
40614,0.000623
40615,0.000623
40616,0.000623
40617,0.000623
40618,0.000623
40619,0.000623
40620,0.000623
40621,0.000623
40622,0.000623
40623,0.000623
40624,0.000623
40625,0.000623
40626,0.000623
40627,0.000623
40628,0.000623
40629,0.000623
40630,0.000623
40631,0.000623
40632,0.000623
40633,0.000623
40634,0.000623
40635,0.000623
40636,0.000623
40637,0.000623
40638,0.000623
40639,0.000623
40640,0.000623
40641,0.000623
40642,0.000623
40643,0.000623
40644,0.000623
40645,0.000623
40646,0.000623
40647,0.000623
40648,0.000623
40649,0.000623
40650,0.000623
40651,0.000623
40652,0.000623
40653,0.000623
40654,0.000623
40655,0.000623
40656,0.000623
40657,0.000623
40658,0.000623
40659,0.000623
40660,0.000623
40661,0.000623
40662,0.000623
40663,0.000623
40664,0.000622
40665,0.000622
40666,0.000622
40667,0.000622
40668,0.000622
40669,0.000622
40670,0.000622
40671,0.000622
40672,0.000622
40673,0.000622
40674,0.000622
40675,0.000622
40676,0.000622
40677,0.000622
40678,0.000622
40679,0.000622
40680,0.000622
40681,0.000622
40682,0.000622
40683,0.000622
40684,0.000622
40685,0.000622
40686,0.000622
40687,0.000622
40688,0.000622
40689,0.000622
40690,0.000622
40691,0.000622
40692,0.000622
40693,0.000622
40694,0.000622
40695,0.000622
40696,0.000622
40697,0.000622
40698,0.000622
40699,0.000622
40700,0.000622
40701,0.000622
40702,0.000622
40703,0.000622
40704,0.000622
40705,0.000622
40706,0.000622
40707,0.000622
40708,0.000622
40709,0.000622
40710,0.000622
40711,0.000622
40712,0.000622
40713,0.000622
40714,0.000622
40715,0.000622
40716,0.000622
40717,0.000622
40718,0.000622
40719,0.000622
40720,0.000622
40721,0.000622
40722,0.000622
40723,0.000622
40724,0.000622
40725,0.000622
40726,0.000621
40727,0.000621
40728,0.000621
40729,0.000621
40730,0.000621
40731,0.000621
40732,0.000621
40733,0.000621
40734,0.000621
40735,0.000621
40736,0.000621
40737,0.000621
40738,0.000621
40739,0.000621
40740,0.000621
40741,0.000621
40742,0.000621
40743,0.000621
40744,0.000621
40745,0.000621
40746,0.000621
40747,0.000621
40748,0.000621
40749,0.000621
40750,0.000621
40751,0.000621
40752,0.000621
40753,0.000621
40754,0.000621
40755,0.000621
40756,0.000621
40757,0.000621
40758,0.000621
40759,0.000621
40760,0.000621
40761,0.000621
40762,0.000621
40763,0.000621
40764,0.000621
40765,0.000621
40766,0.000621
40767,0.000621
40768,0.000621
40769,0.000621
40770,0.000621
40771,0.000621
40772,0.000621
40773,0.000621
40774,0.000621
40775,0.000621
40776,0.000621
40777,0.000621
40778,0.000621
40779,0.000621
40780,0.000621
40781,0.000621
40782,0.000621
40783,0.000621
40784,0.000621
40785,0.000621
40786,0.000621
40787,0.000621
40788,0.000620
40789,0.000620
40790,0.000620
40791,0.000620
40792,0.000620
40793,0.000620
40794,0.000620
40795,0.000620
40796,0.000620
40797,0.000620
40798,0.000620
40799,0.000620
40800,0.000620
40801,0.000620
40802,0.000620
40803,0.000620
40804,0.000620
40805,0.000620
40806,0.000620
40807,0.000620
40808,0.000620
40809,0.000620
40810,0.000620
40811,0.000620
40812,0.000620
40813,0.000620
40814,0.000620
40815,0.000620
40816,0.000620
40817,0.000620
40818,0.000620
40819,0.000620
40820,0.000620
40821,0.000620
40822,0.000620
40823,0.000620
40824,0.000620
40825,0.000620
40826,0.000620
40827,0.000620
40828,0.000620
40829,0.000620
40830,0.000620
40831,0.000620
40832,0.000620
40833,0.000620
40834,0.000620
40835,0.000620
40836,0.000620
40837,0.000620
40838,0.000620
40839,0.000620
40840,0.000620
40841,0.000620
40842,0.000620
40843,0.000620
40844,0.000620
40845,0.000620
40846,0.000620
40847,0.000620
40848,0.000620
40849,0.000620
40850,0.000619
40851,0.000619
40852,0.000619
40853,0.000619
40854,0.000619
40855,0.000619
40856,0.000619
40857,0.000619
40858,0.000619
40859,0.000619
40860,0.000619
40861,0.000619
40862,0.000619
40863,0.000619
40864,0.000619
40865,0.000619
40866,0.000619
40867,0.000619
40868,0.000619
40869,0.000619
40870,0.000619
40871,0.000619
40872,0.000619
40873,0.000619
40874,0.000619
40875,0.000619
40876,0.000619
40877,0.000619
40878,0.000619
40879,0.000619
40880,0.000619
40881,0.000619
40882,0.000619
40883,0.000619
40884,0.000619
40885,0.000619
40886,0.000619
40887,0.000619
40888,0.000619
40889,0.000619
40890,0.000619
40891,0.000619
40892,0.000619
40893,0.000619
40894,0.000619
40895,0.000619
40896,0.000619
40897,0.000619
40898,0.000619
40899,0.000619
40900,0.000619
40901,0.000619
40902,0.000619
40903,0.000619
40904,0.000619
40905,0.000619
40906,0.000619
40907,0.000619
40908,0.000619
40909,0.000619
40910,0.000619
40911,0.000619
40912,0.000618
40913,0.000618
40914,0.000618
40915,0.000618
40916,0.000618
40917,0.000618
40918,0.000618
40919,0.000618
40920,0.000618
40921,0.000618
40922,0.000618
40923,0.000618
40924,0.000618
40925,0.000618
40926,0.000618
40927,0.000618
40928,0.000618
40929,0.000618
40930,0.000618
40931,0.000618
40932,0.000618
40933,0.000618
40934,0.000618
40935,0.000618
40936,0.000618
40937,0.000618
40938,0.000618
40939,0.000618
40940,0.000618
40941,0.000618
40942,0.000618
40943,0.000618
40944,0.000618
40945,0.000618
40946,0.000618
40947,0.000618
40948,0.000618
40949,0.000618
40950,0.000618
40951,0.000618
40952,0.000618
40953,0.000618
40954,0.000618
40955,0.000618
40956,0.000618
40957,0.000618
40958,0.000618
40959,0.000618
40960,0.000618
40961,0.000618
40962,0.000618
40963,0.000618
40964,0.000618
40965,0.000618
40966,0.000618
40967,0.000618
40968,0.000618
40969,0.000618
40970,0.000618
40971,0.000618
40972,0.000618
40973,0.000618
40974,0.000618
40975,0.000617
40976,0.000617
40977,0.000617
40978,0.000617
40979,0.000617
40980,0.000617
40981,0.000617
40982,0.000617
40983,0.000617
40984,0.000617
40985,0.000617
40986,0.000617
40987,0.000617
40988,0.000617
40989,0.000617
40990,0.000617
40991,0.000617
40992,0.000617
40993,0.000617
40994,0.000617
40995,0.000617
40996,0.000617
40997,0.000617
40998,0.000617
40999,0.000617
41000,0.000617
41001,0.000617
41002,0.000617
41003,0.000617
41004,0.000617
41005,0.000617
41006,0.000617
41007,0.000617
41008,0.000617
41009,0.000617
41010,0.000617
41011,0.000617
41012,0.000617
41013,0.000617
41014,0.000617
41015,0.000617
41016,0.000617
41017,0.000617
41018,0.000617
41019,0.000617
41020,0.000617
41021,0.000617
41022,0.000617
41023,0.000617
41024,0.000617
41025,0.000617
41026,0.000617
